FIPS,State,County,hi_diabetes,hi_obesity,RECFACPTH09,PCT_OBESE_ADULTS08,PCT_DIABETES_ADULTS08,FFRPTH09,FSRPTH09,PC_FFRSALES07,PC_FSRSALES07,PCT_NHWHITE10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,METRO13,POPLOSS10,MEDHHINC15,PCT_LACCESS_POP10,SNAP_PART_RATE08,PCT_NSLP09,PCT_WIC09,PCT_CACFP09,GROCPTH09,WICSPTH08
1023,AL,Choctaw,1,1,0.0,36.5,14.7,0.286204923,0.500858615,649.5113669582424,484.3815070495379,55.55956418211993,18.17591456815066,22.663972869615414,1,0,1.0,35089.0,18.848790450188034,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.286204923,0.355038
1025,AL,Clarke,1,1,0.076810815,36.0,14.1,0.883324372,0.499270297,649.5113669582424,484.3815070495379,53.97359965935045,16.157627840359233,24.731932024929353,1,0,0.0,37317.0,19.589908192132274,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.230432445,0.533049
1027,AL,Clay,1,1,0.0,32.2,13.2,0.285591889,0.499785806,649.5113669582424,484.3815070495379,80.289979902383,17.578237151880565,22.566752799310937,0,0,0.0,38908.0,5.331407536107178,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.214193917,0.2172811
1029,AL,Cleburne,1,0,0.0,28.8,11.0,0.469231801,0.268132457,649.5113669582424,484.3815070495379,93.21399946566925,15.769436281057974,23.71760619823671,0,0,0.0,42136.0,0.980921024931906,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.201099343,0.3393051
1031,AL,Coffee,1,1,0.101132686,32.7,12.1,0.707928803,0.627022654,649.5113669582424,484.3815070495379,72.3432369664451,14.435012412909426,24.193160887322815,0,0,0.0,46858.0,22.81436774732562,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.141585761,0.1465263
1033,AL,Colbert,1,1,0.073494286,34.7,13.5,0.75331643,0.734942858,649.5113669582424,484.3815070495379,79.61710884103769,17.386271771882118,22.109943411479385,0,1,0.0,41171.0,17.490172618280003,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.165362143,0.2013693
1035,AL,Conecuh,1,1,0.0,32.1,14.5,0.376676209,0.301340967,649.5113669582424,484.3815070495379,51.133958270335654,17.856062896885394,22.996673722407017,1,0,0.0,29981.0,28.16587216880609,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.226005725,0.1533978
1037,AL,Coosa,1,1,0.0,33.2,13.2,0.0,0.0,649.5113669582424,484.3815070495379,65.89825808128954,17.07253661495797,20.539041511396135,0,0,0.0,36078.0,24.588289612072103,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.0,0.1864976
1039,AL,Covington,1,1,0.0531237,33.8,13.1,0.664045899,0.637484063,649.5113669582424,484.3815070495379,84.07520190652721,18.37415596451741,22.56851582152787,0,0,0.0,36355.0,8.82865337712673,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.26561836,0.2728811
1041,AL,Crenshaw,1,1,0.0,33.6,12.6,0.213918996,0.641756988,649.5113669582424,484.3815070495379,72.05522795915432,15.892420537897312,23.788292823241765,0,0,0.0,36759.0,38.71628362061117,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.285225328,0.4384042
1043,AL,Cullman,1,1,0.0497816,30.1,11.9,0.622269791,0.547597416,649.5113669582424,484.3815070495379,92.73934780986494,15.931646892022982,23.183593264184267,0,0,0.0,39290.0,7.829499986046826,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.124453958,0.1104051
1045,AL,Dale,1,1,0.0401171,34.4,13.5,0.661932844,0.621815702,649.5113669582424,484.3815070495379,71.0533123718931,13.450478597440846,24.829356629718813,0,0,0.0,45294.0,27.555590623508984,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.140409997,0.1652893
1047,AL,Dallas,1,1,0.0228524,39.9,15.6,0.457048836,0.365639069,649.5113669582424,484.3815070495379,28.927430397078957,14.06891830214514,26.460520310360565,1,0,1.0,29682.0,17.76722320284934,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.205671976,0.3284304
1049,AL,DeKalb,1,1,0.0564462,31.7,11.2,0.578573041,0.493903816,649.5113669582424,484.3815070495379,81.56070258335795,13.887131024202281,25.82795426739231,0,0,0.0,37305.0,3.76865468839694,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.169338451,0.1741806
1051,AL,Elmore,0,1,0.0508699,29.0,9.9,0.368806593,0.432393936,649.5113669582424,484.3815070495379,74.96437713579563,11.8986671374349,23.58927152818935,0,1,0.0,53548.0,18.929302697890495,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.127174687,0.1536
1053,AL,Escambia,1,1,0.0522889,34.4,12.3,0.575178436,0.522889487,649.5113669582424,484.3815070495379,61.348156267125965,15.167410423027741,22.64933844828936,1,0,0.0,36840.0,13.540818369734389,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.209155795,0.1598636
1055,AL,Etowah,1,1,0.086340045,30.8,11.6,0.786653748,0.518040273,649.5113669582424,484.3815070495379,79.27702767404003,15.807718088671837,22.968495643014457,0,1,0.0,42145.0,23.728040548779756,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.182273429,0.1740223
1057,AL,Fayette,1,1,0.0,32.3,12.7,0.693240901,0.288850376,649.5113669582424,484.3815070495379,86.0274926048373,17.887593527057597,22.255089611971464,0,0,0.0,37085.0,2.5376248132867643,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.288850376,0.2844627
1059,AL,Franklin,1,1,0.094969768,29.5,12.8,0.696444965,0.538162018,649.5113669582424,484.3815070495379,79.63979308604593,15.218899823366137,24.81390360837749,0,0,0.0,38535.0,9.695227066135063,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.189939536,0.1932305
1061,AL,Geneva,1,1,0.0,32.0,12.6,0.375192286,0.300153829,649.5113669582424,484.3815070495379,84.70324748040314,17.4468085106383,22.362821948488243,0,1,0.0,36289.0,2.2620270743610824,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.412711515,0.2310269
1063,AL,Greene,1,1,0.0,43.7,18.2,0.108908734,0.326726203,649.5113669582424,484.3815070495379,17.26920950801548,16.07517965726921,24.25649530127142,1,0,1.0,25398.0,36.33515715077878,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.544543672,0.2212634
1065,AL,Hale,1,1,0.0,40.2,15.1,0.31201248,0.31201248,649.5113669582424,484.3815070495379,39.42258883248731,15.038071065989847,24.841370558375633,1,1,0.0,35470.0,0.5527592562087049,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.249609984,0.2212022
1067,AL,Henry,1,1,0.0579945,33.8,13.5,0.579945485,0.521950937,649.5113669582424,484.3815070495379,67.80141024159056,17.593341810195355,22.644780950179168,0,1,0.0,42501.0,2.232764365860126,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.231978194,0.2406305
1069,AL,Houston,1,1,0.0597015,33.2,12.4,0.825870647,0.746268657,649.5113669582424,484.3815070495379,68.66869528395718,14.451436280737,24.546269215240233,0,1,0.0,43568.0,21.078247391625258,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.139303483,0.1820904
1071,AL,Jackson,1,1,0.0374104,31.6,11.9,0.561156731,0.542451507,649.5113669582424,484.3815070495379,90.06143498600335,16.48223645894001,22.51676780581284,0,0,0.0,40201.0,9.121428088302103,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.280578366,0.2266974
1073,AL,Jefferson,1,1,0.112386683,31.4,12.0,0.877831119,0.558895938,649.5113669582424,484.3815070495379,51.667512065922914,13.127936749961275,23.46787837185215,0,1,0.0,48415.0,31.780146379975278,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.164023808,0.1552622
1075,AL,Lamar,1,1,0.0,30.8,12.7,0.476547076,0.680781537,649.5113669582424,484.3815070495379,86.11645152430651,18.758582806921176,22.157374347706675,0,0,0.0,36520.0,0.6343170654394061,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.272312615,0.2789206
1077,AL,Lauderdale,1,1,0.075654411,29.1,12.8,0.65927415,0.65927415,649.5113669582424,484.3815070495379,85.45880119513747,16.77614902544521,21.55346298633358,0,1,0.0,43008.0,15.730612472102385,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.162116594,0.190583
1079,AL,Lawrence,1,1,0.0291418,32.8,12.9,0.728544368,0.437126621,649.5113669582424,484.3815070495379,76.93875768077113,14.557791432482018,23.192288651387635,0,1,0.0,41771.0,3.9297547510666297,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.203992423,0.176227
1081,AL,Lee,0,1,0.0577342,30.1,9.6,0.779411977,0.678377091,649.5113669582424,484.3815070495379,69.80541473257895,9.066860610209131,22.525259007322795,0,1,0.0,46442.0,31.22691212327458,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.093818108,0.0976673
1083,AL,Limestone,1,1,0.0491848,29.1,10.4,0.553328579,0.430366672,649.5113669582424,484.3815070495379,78.65478002464303,12.305815273851803,23.989514628784033,0,1,0.0,55060.0,12.245967721499722,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.147554288,0.10483
1085,AL,Lowndes,1,1,0.087062511,40.6,17.1,0.174125022,0.0,649.5113669582424,484.3815070495379,25.143818036994425,14.64731392158598,24.179130896539515,1,1,0.0,31117.0,48.700787091976636,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.174125022,0.476493
1087,AL,Macon,1,1,0.0,40.0,16.2,0.471920717,0.235960359,649.5113669582424,484.3815070495379,15.229349244825658,14.12921872086519,20.6041394741749,1,0,1.0,29522.0,34.988386829788034,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.235960359,0.1802208
1089,AL,Madison,1,1,0.151123147,30.6,13.0,0.906738883,0.670986774,649.5113669582424,484.3815070495379,66.14030004987889,12.207782898411343,23.741752809794182,0,1,0.0,59117.0,32.86992603903695,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.105786203,0.1090635
1091,AL,Marengo,1,1,0.094473311,37.6,15.9,0.75578649,0.566839868,649.5113669582424,484.3815070495379,45.68887620678176,16.2838255576164,24.68730679602416,1,0,1.0,35389.0,26.570555011295,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.188946623,0.3791469
1093,AL,Marion,1,0,0.0326307,28.6,11.7,0.848397833,0.652613718,649.5113669582424,484.3815070495379,92.63387054847934,18.34221471276319,21.656485573173903,0,0,0.0,34977.0,1.7484114258101864,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.163153429,0.2723126
1095,AL,Marshall,1,0,0.0216889,26.5,11.5,0.759112056,0.759112056,649.5113669582424,484.3815070495379,83.91833926402133,14.902331781679013,25.00456895902988,0,0,0.0,40599.0,13.775397689545684,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.206044701,0.1681614
1097,AL,Mobile,1,1,0.077671034,30.3,12.2,0.614086613,0.514570601,649.5113669582424,484.3815070495379,59.057802572446924,12.910903843173719,25.08063110181311,0,1,0.0,42530.0,27.306484392870562,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.145633189,0.1564287
1099,AL,Monroe,1,1,0.0,35.4,13.5,0.430700319,0.344560255,649.5113669582424,484.3815070495379,54.71215536674181,15.684064504941912,25.320790705739554,1,0,0.0,35163.0,30.991151755774755,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.301490223,0.4856941
1101,AL,Montgomery,1,1,0.079083684,34.0,12.7,0.742507919,0.61070178,649.5113669582424,484.3815070495379,38.41029285455806,11.955284854139508,24.488256606340165,0,1,0.0,42666.0,28.016637079891265,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.144986753,0.1558847
1103,AL,Morgan,1,1,0.0504397,34.8,11.0,0.840661096,0.479176825,649.5113669582424,484.3815070495379,77.48347142020253,14.119173152565068,23.955142689764834,0,1,0.0,47234.0,11.724555835865763,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.184945441,0.1461775
1105,AL,Perry,1,1,0.0,40.7,17.5,0.187090739,0.467726848,649.5113669582424,484.3815070495379,29.66669813993013,16.702860919648757,24.105372486073083,1,0,1.0,26218.0,9.174419598250845,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.467726848,0.4649865
1107,AL,Pickens,1,1,0.10093873,34.8,14.9,0.302816191,0.302816191,649.5113669582424,484.3815070495379,55.84422161450421,16.89456092373139,23.300921705661906,1,1,0.0,33160.0,4.311914591569021,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.20187746,0.361104
1109,AL,Pike,1,1,0.0614251,35.1,12.9,0.921375921,0.614250614,649.5113669582424,484.3815070495379,57.409039788443415,12.799781148363174,20.31064774005289,1,0,0.0,34442.0,11.346275153116721,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.276412776,0.1975569
1111,AL,Randolph,1,1,0.0437369,31.9,12.9,0.481105668,0.743526942,649.5113669582424,484.3815070495379,75.41570287609653,16.968533147121722,23.88600357875442,0,0,0.0,37333.0,4.6308588684253476,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.174947516,0.2210433
1113,AL,Russell,1,1,0.076684176,36.7,13.6,0.843525938,0.479276101,649.5113669582424,484.3815070495379,52.11060116720494,12.691937220239108,25.495306627382096,0,1,0.0,36124.0,16.076004627959243,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.153368352,0.2585264
1115,AL,St. Clair,1,1,0.0240938,33.7,11.4,0.578250551,0.578250551,649.5113669582424,484.3815070495379,87.26448386826648,13.05013577691912,23.71729690285072,0,1,0.0,53558.0,4.478454796815212,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.132515751,0.1868297
1117,AL,Shelby,0,0,0.124540756,28.4,8.0,0.664217365,0.690163356,649.5113669582424,484.3815070495379,80.15531691314042,10.573339826229592,25.610374964758954,0,1,0.0,70879.0,26.662022087815618,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.134919152,0.1379435
1119,AL,Sumter,1,1,0.072748436,40.8,17.1,0.509239051,0.36374218,649.5113669582424,484.3815070495379,24.006393954806367,14.989464506284966,22.291651529463053,1,0,1.0,25931.0,16.157661886220808,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.218245308,0.4579453
1121,AL,Talladega,1,1,0.0362871,34.0,13.6,0.592689358,0.544306553,649.5113669582424,484.3815070495379,64.50158583563208,14.085379932191856,23.435126563050638,0,0,0.0,37911.0,15.010583769858549,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.084669908,0.1242313
1123,AL,Tallapoosa,1,1,0.071717148,33.9,14.3,0.573737181,0.525925749,649.5113669582424,484.3815070495379,69.29546328335256,17.284217608612074,22.152537485582467,0,0,0.0,39051.0,11.048449346060432,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.119528579,0.1466276
1125,AL,Tuscaloosa,1,1,0.082990995,33.1,11.1,0.81953608,0.539441471,649.5113669582424,484.3815070495379,65.0434612855499,10.81394870951833,21.466587210258094,0,1,0.0,47868.0,20.2811408926328,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.140047305,0.1320277
1127,AL,Walker,1,1,0.089090828,33.1,13.3,0.668181211,0.579090383,649.5113669582424,484.3815070495379,90.39732629097475,16.254121719409756,22.540023573996987,0,1,0.0,37305.0,11.234592513480699,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.178181656,0.1741579
1129,AL,Washington,1,1,0.0571657,34.9,12.9,0.228662894,0.342994341,649.5113669582424,484.3815070495379,65.15556566748194,14.731812752403162,25.504806325009955,0,0,0.0,42658.0,9.716742408783857,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.17149717,0.2340824
1131,AL,Wilcox,1,1,0.0,40.8,17.1,0.50547599,0.50547599,649.5113669582424,484.3815070495379,26.649528706083974,15.012853470437019,26.99228791773779,1,0,1.0,23014.0,44.329225182512424,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.842459983,0.7133233
1133,AL,Winston,1,1,0.0,29.3,10.0,0.486007047,0.769511158,649.5113669582424,484.3815070495379,94.90687796111746,17.69727168763274,21.642705440287536,0,0,0.0,36497.0,4.130307165763682,67,12.315055424970076,2.990416904169891,0.9160899337992502,0.324004698,0.4570384
2013,AK,Aleutians East,0,0,0.0,28.4,5.5,0.324254215,0.0,582.7155098160566,688.0841941390773,13.530722699777142,4.934734161095192,11.811524992040752,0,0,0.0,57015.0,39.03376220819039,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.297016861,1.101322
2016,AK,Aleutians West,0,1,0.0,30.0,5.9,0.361206429,0.541809644,582.7155098160566,688.0841941390773,31.3792483366301,3.4705988131631003,14.65563747527423,0,0,0.0,80695.0,13.747106270696493,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.541809644,0.6516073
2020,AK,Anchorage,0,0,0.118188107,26.5,7.0,0.719557003,0.723033124,582.7155098160566,688.0841941390773,62.644863720162014,7.243700013021457,25.969584615490053,0,1,0.0,77791.0,30.147854413804286,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.128616469,0.0748741
2050,AK,Bethel,0,1,0.059312,31.9,5.5,0.296559905,0.237247924,582.7155098160566,688.0841941390773,10.897548933168753,6.118850290953977,36.54852171868571,0,0,0.0,44849.0,78.01478363191443,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.482799526,1.219866
2060,AK,Bristol Bay,0,1,0.0,32.6,6.8,0.0,2.049180328,582.7155098160566,688.0841941390773,47.7432296890672,8.324974924774322,22.567703109327983,0,0,1.0,66373.0,43.54489163812758,69,7.6672970895081125,3.696062696768522,1.4136552164507432,3.073770492,1.046025
2068,AK,Denali,0,1,0.0,29.8,6.0,0.550357733,3.852504128,582.7155098160566,688.0841941390773,88.38992332968236,7.502738225629792,22.508214676889377,0,0,0.0,73000.0,100.00000074171741,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.0,0.0
2070,AK,Dillingham,0,1,0.0,38.5,7.8,0.0,0.628140704,582.7155098160566,688.0841941390773,17.639777181761914,7.571693831235817,32.906952754281,0,0,0.0,50753.0,32.56828351618361,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.046901173,1.218027
2090,AK,Fairbanks North Star,0,0,0.084000084,25.5,5.2,0.451500452,0.61950062,582.7155098160566,688.0841941390773,74.0502761808139,6.533034094752052,25.620766337709185,0,1,0.0,70881.0,37.147638062279746,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.084000084,0.0813413
2100,AK,Haines,0,1,0.0,29.4,6.6,0.402252615,2.413515688,582.7155098160566,688.0841941390773,82.21690590111643,13.75598086124402,19.896331738437002,0,0,0.0,57876.0,20.703178712941266,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.206757844,0.4297379
2110,AK,Juneau,0,0,0.226852902,26.7,5.3,0.712966264,1.037041838,582.7155098160566,688.0841941390773,67.3541167066347,8.425259792166267,23.456434852118306,0,0,0.0,82892.0,32.416172874904234,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.226852902,0.1613372
2122,AK,Kenai Peninsula,0,1,0.164245565,29.9,6.3,0.656982261,1.259216001,582.7155098160566,688.0841941390773,82.81407942238268,11.328519855595667,23.666064981949457,0,0,0.0,62025.0,20.37849870647148,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.383239653,0.2050288
2130,AK,Ketchikan Gateway,0,1,0.376109523,34.0,7.2,0.526553332,0.97788476,582.7155098160566,688.0841941390773,66.17199673517845,10.143206945165838,23.944498033687022,0,0,0.0,65314.0,7.687721360458038,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.225665714,0.305787
2150,AK,Kodiak Island,0,0,0.0,26.2,6.2,0.444279896,0.666419845,582.7155098160566,688.0841941390773,52.5088287227781,6.731901118304886,28.649205414949968,0,0,0.0,67515.0,10.415399512632211,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.296186598,0.2277904
2164,AK,Lake and Peninsula,0,1,0.0,34.3,7.2,0.0,0.0,582.7155098160566,688.0841941390773,22.194972409564684,7.786633966891478,30.16554261189454,0,0,0.0,42120.0,99.99999959550337,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.620347395,2.008032
2170,AK,Matanuska-Susitna,0,0,0.092075732,27.9,5.8,0.414340795,0.517925994,582.7155098160566,688.0841941390773,82.78667340861846,7.943142873195123,28.899376369458956,0,1,0.0,76601.0,22.9627822909305,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.149623065,0.1172072
2180,AK,Nome,0,1,0.0,33.0,7.1,0.429507141,0.536883926,582.7155098160566,688.0841941390773,15.918668352296672,6.352718078381796,34.33417614833544,0,0,0.0,52952.0,53.37196624680994,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.610651777,1.930088
2185,AK,North Slope,0,1,0.109829764,37.7,7.1,0.439319055,0.549148819,582.7155098160566,688.0841941390773,32.4390243902439,4.262990455991517,23.870625662778366,0,0,0.0,70834.0,38.4796782984211,69,7.6672970895081125,3.696062696768522,1.4136552164507432,1.098297639,1.189591
2188,AK,Northwest Arctic,0,1,0.0,31.3,6.6,0.133922593,0.0,582.7155098160566,688.0841941390773,11.032832646550577,6.048119101422305,35.29177189950817,0,0,0.0,53774.0,57.454965744500065,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.803535556,1.740994
2220,AK,Sitka,0,1,0.226142017,30.5,6.8,0.452284034,1.130710086,582.7155098160566,688.0841941390773,63.51762188942687,11.350073189956086,23.53338587996847,0,0,0.0,68472.0,18.210931333094585,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.452284034,0.3443921
2240,AK,Southeast Fairbanks,0,1,0.0,31.4,6.3,0.862688713,1.150251618,582.7155098160566,688.0841941390773,78.74519846350833,9.446578460662968,26.30530658699673,0,0,0.0,60203.0,29.069257943081805,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.575125809,0.7327081
2261,AK,Valdez-Cordova,0,1,0.210703751,32.9,6.2,0.948166877,1.053518753,582.7155098160566,688.0841941390773,72.11498547114985,8.281444582814446,24.366957243669574,0,0,0.0,70101.0,27.954295693980697,69,7.6672970895081125,3.696062696768522,1.4136552164507432,0.842815002,0.7501072
2282,AK,Yakutat,0,1,0.0,29.2,7.3,1.503759398,0.0,582.7155098160566,688.0841941390773,40.483383685800604,9.667673716012084,24.47129909365559,0,0,0.0,53795.0,0.38098983571648487,69,7.6672970895081125,3.696062696768522,1.4136552164507432,3.007518797,3.076923
2290,AK,Yukon-Koyukuk,0,1,0.0,32.2,6.9,0.0,0.363967243,582.7155098160566,688.0841941390773,21.796707229778097,10.18253400143164,27.773801002147458,1,0,1.0,37755.0,99.99999991746151,69,7.6672970895081125,3.696062696768522,1.4136552164507432,2.183803458,1.7507
4001,AZ,Apache,1,1,0.0422488,31.7,13.6,0.211243804,0.267575484,760.5004607619491,758.6283717093722,20.369697139181746,11.560725971084203,31.68433121731592,1,0,0.0,31072.0,65.36370909160533,60,9.938145280208035,3.1667681962613057,0.6939590750325435,0.140829202,0.4602992
4003,AZ,Cochise,0,0,0.092250213,23.3,8.4,0.399750924,0.768751778,760.5004607619491,758.6283717093722,58.47532471487521,17.273460935239747,23.030773681726128,0,1,0.0,43451.0,39.3048067101528,60,9.938145280208035,3.1667681962613057,0.6939590750325435,0.130687802,0.1401596
4005,AZ,Coconino,0,0,0.082411202,20.8,7.1,0.839095874,1.198708392,760.5004607619491,758.6283717093722,55.22277025167198,8.870637772371877,23.648090700113823,0,1,0.0,51955.0,30.246154900020827,60,9.938145280208035,3.1667681962613057,0.6939590750325435,0.142346622,0.1946646
4007,AZ,Gila,1,0,0.130692108,25.8,10.9,0.616119938,0.914844756,760.5004607619491,758.6283717093722,65.85816370319235,23.22891206597384,21.40231729387839,0,0,0.0,41346.0,23.90305271996996,60,9.938145280208035,3.1667681962613057,0.6939590750325435,0.16803271,0.1530427
4009,AZ,Graham,0,1,0.079946702,30.1,9.1,0.426382412,0.453031312,760.5004607619491,758.6283717093722,52.34551316496508,11.448146157979581,28.41214400859753,0,0,0.0,44169.0,31.33398515864132,60,9.938145280208035,3.1667681962613057,0.6939590750325435,0.186542305,0.1381063
